Organisation ID,Organisation name
1-1309497424,Invicta Health Community Interest Company
1-7030559718,Malmin Orthodontic Group Limited
1-1837108623,York House Centre Limited
1-152955249,Xeon Smiles UK Limited
1-8808099103,ABBSB Limited
1-3029487906,South & East Leeds General Practice Group Limited
RLT,George Eliot Hospital NHS Trust
1-101651946,Avens Ltd
1-3000446423,Your Way Senior Care Limited
1-9928054001,Active Neuro Limited
1-4122773760,Westmorland Homecare Limited
1-139302551,Br3akfree Limited
1-168055209,Provide Community Interest Company
1-156973082,Sensu
1-3233364186,Bexley Health Neighbourhood Care C.I.C.
1-101617969,Bhandal Care Group (1ST Care UK) Ltd
1-158681620,The French Cosmetic Medical Company Limited
1-141784548,Greenacres Nursing Home Limited
1-101657209,Liverpool City Council
RGR,West Suffolk NHS Foundation Trust
1-4620039821,Bleep 360 Care Limited
1-102642667,Leonard Cheshire Disability
1-3014474917,Infinity Care Services Limited
1-101662361,Progress Adult Services Limited
1-101677610,Kent County Council
1-9111099092,ID Medical Group Limited
1-119231112,Circle of Care Service Limited
1-6016745843,Kay Healthcare Limited
1-101705077,Cygnet Care Limited
1-6720657159,CLNQ Limited
1-4576503680,Sunrise Rehabilitation Centre and Trading Associates Ltd
1-431782576,Alde Care Ltd
1-153033998,A M Dental Care Limited
1-153000294,Dr. Nuala McVeigh
1-2953051590,Polaris Medical Services Limited
1-1907867721,Maria Mallaband 16 Limited
1-102642930,National Autistic Society (The)
1-2211162090,Rehability UK Community Ltd
1-101659520,Whytecliffe Limited
1-101703648,Mr Prashant Brahmbhatt
1-101662253,Werneth Lodge Limited
1-118166247,H Plus Care Ltd
1-101659762,Solehawk Limited
1-4914166926,Miss Aisha Maria Asghar
1-2234153712,Miss Anisha Ramesh Patel
1-2197549030,The Encounter Group (Encounter Live-In-Care Specialists) Limited
RMC,Bolton NHS Foundation Trust
1-498531561,A Class Care Limited
1-101673037,High Quality Lifestyles Limited
1-3565493705,Dr Shafi & Partners
1-102642781,Real Life Options
1-101643719,Royal Bay Care Homes Ltd
1-5537192432,Kirklands Care Limited
1-152997449,Mr. Robert Kynman
1-101668779,Cornwall Council
1-152945002,Little Dental Co Limited
1-124243000,Westward Care Homes Limited
1-5959319947,Hap Care Home Ltd
1-101669950,The Grace Eyre Foundation
1-101665774,Angel Healthcare Limited
1-3849317001,Social Care Academy Ltd
1-101622965,Roshan Panchoo
1-226564135,Living For Life (Cumbria) Limited
1-9863942366,Tulip Mental Health and Community Care Limited
1-321979198,Lifecome Limited
1-126776256,The Forward Trust
1-131467332,Rapid Improvement Limited
1-119229334,Cascade (Stiles House) Limited
1-952267669,Same Day Teeth (West Midlands) Limited
1-229310156,Berkshire Health Limited
1-6306818346,TPC Group Limited
1-2216076462,Willows Medical Centre
1-4277392400,Croftwood Care UK Limited
1-102642763,The Fremantle Trust
1-221231508,Gable Healthcare services Limited
1-101666384,Malvirt Limited
1-116863610,Advantage Healthcare Limited
1-101655320,AGL Care Ltd
1-3573940314,ToHealth Ltd
1-2707733877,The Welby Practice
1-171562168,Dr. Samir Jagsi
RBD,Dorset County Hospital NHS Foundation Trust
1-101692674,Morepower Limited
1-101675798,Extel Limited
1-2389949004,Bolton Cares (A) Limited
1-4752978345,Bristol Newmedica Limited
1-3558744010,The Ormsby Group Limited
1-12656185365,Wirral Ortho Ltd
1-712686174,Respond Care Limited
1-101616649,Amber Care (East Anglia) Ltd
1-101615664,Rotherham Metropolitan Borough Council
1-101648934,Uniquehelp Limited
1-101612663,Knights Care (3) Limited
1-152986265,Nationwide Healthcare
1-199810820,Hope Citadel Healthcare Community Interest Company
1-2072110897,The Jalal Practice
1-221182651,Principle Support Ltd
1-257498901,Pennypot Dental Practice Ltd
1-4179279532,Care4u Health Care Limited
1-101642621,Essential Care & Support Ltd
1-302081610,Pioneer Health Care Limited
1-101696858,Mr Munundev Gunputh
1-153032876,Dr Farkhanda Rafiq Chaudry
1-199747693,Balham Park Surgery
1-2649880714,Tamar Care (London) Limited
1-102643026,B & M Investments Limited
1-101634455,B. Braun Avitum UK Limited
1-200367080,Norse Care (Services) Limited
1-101670834,Scenario Management Limited
1-101686907,First Call Community Systems Limited
1-116865497,Autism Care (North West) Limited
1-366915999,Novus Care Limited
1-118166277,Alliance Home Care (Learning Disabilities) Limited
1-122683629,St Dominic's Limited
1-295691613,Oakley Lodge Care Home Ltd
1-158769251,Pall Mall Medical (Manchester) Limited
1-101640000,Devon County Council
1-125692991,Four Seasons 2000 Limited
1-271117918,Town & Country Care (Whitby) Ltd
1-101653561,Servol Community Services
1-5060803693,Mercylink Care Services Ltd
1-101643246,Independence Homes Limited
1-102642972,Northern Life Care Limited
1-2440653908,Litch Care Services Limited
1-6313506514,Hamberley Care 2 Limited
1-101648826,Advent Estates Limited
1-1841623025,Fins Care Limited
1-2745277412,Flow Healthcare. Ltd
1-3252506920,Highland Ornate Limited
1-4889643900,Thera East Anglia
1-101626700,Alan Atchison
1-101673215,Lewisham Nexus Service
1-2513073325,The Hair Loss Clinic (NW) Limited
1-101697146,Mr & Mrs T F Chon
1-101695942,Westgate Healthcare Limited
1-101615210,ABLE (Action for a Better Life)
1-212596583,Sands Care Morecambe Limited
1-332109787,Short Ground Limited
1-101649276,Peak 15 Ltd
1-101666052,L&Q Living Limited
1-152969867,E & G Ortho Limited
1-101668024,Leeds City Council
1-102642904,Methodist Homes
1-101726961,Japan Green Medical Centre Limited
1-101650141,Devaglade Limited
1-101618914,Coton Care Limited
1-511152976,Wildridings Limited
1-547364188,UK Addiction Treatment Limited
1-453546725,Morecare Services (Uk) Ltd
1-102643313,Optimax Clinics Limited
1-10529079824,Optimal Future Limited
1-156967783,Dr Kripa Sharmilla Radia
1-120630244,Priory Court Developments Limited
RJ7,St George's University Hospitals NHS Foundation Trust
1-683534028,Eastern Healthcare Ltd
1-119230952,The Housing Plus Group Limited
1-101683377,Warmest Welcome Limited
1-1839748163,Catalyst Choices Community Interest Company
1-12547645174,Harmony Orthodontics Ltd
1-101644329,Malvern View (Lydiate) Limited
1-101697128,Surbiton Care Centre Ltd
RVJ,North Bristol NHS Trust
1-577108493,Sheffield Orthopaedics Limited
1-152997080,Mr. Mike Heanue
1-101678047,Nicholas James Care Homes Ltd
1-145219498,Healycare Limited
1-101676864,Hightown Housing Association Limited
1-10350418835,4-Armed Health Limited
1-101615264,ROCCS Residential Community Care Services Limited
1-1453618651,New Directions Flexible Social Care Solutions Ltd
1-199793731,Integrated Care 24
1-101618266,Colin Limited
1-153017814,Central Dental Care
1-101635738,Centre For Men's Health Limited
1-101689354,Extra Hands of Heacham Ltd
1-152996900,Hurlfield Limited
1-101703747,Mr Roopesh Ramful
RNK,Tavistock and Portman NHS Foundation Trust
1-152966231,Mr Samuel Odai
1-101677449,LDC Care Company Ltd
1-332204688,Bespoke Health & Social Care Ltd
1-12849916913,Todays Dental Practices Limited
1-101674420,Lyndale (Hereford) Limited
1-102643226,Maria Mallaband Limited
1-9238510047,Bath and North East Somerset Council
1-169104128,BC&G Care Homes Limited
1-11331537948,Arronbeth Therapeutic Care Limited
1-390548026,Quad Medical Limited
1-101697119,Mr & Mrs K Bhanji
1-101616344,Botany House Limited
1-101726553,Queen Anne Street Medical Centre Limited
RQM,Chelsea and Westminster Hospital NHS Foundation Trust
1-959212179,Solent Healthcare Limited
1-8323245235,Suffolk Primary Care
1-2197737725,Dr Shilpa Murthy
1-455878037,Evolving Care Limited
1-101655054,Future Home Care Ltd
1-152958945,Prettygate Dental Practice Limited
1-1605112580,Metropolitan Housing Trust Limited
1-12853803205,GB Healthcare Group Ltd
1-134539302,Woodland Healthcare Limited
1-101607878,Fircroft Services Limited
1-101667082,Samily Care Ltd
1-2232201878,Islington GP Group Limited
1-3213731516,Acorn Care Providers Limited
1-188917459,Dr. Alkesh Patel
1-152965549,Alpha Dental Studio Fairfield
1-125892580,Next Stage 'A Way Forward' Ltd
1-152976830,C M Desai Limited
1-435646091,BARDOC Limited
RY5,Lincolnshire Community Health Services NHS Trust
1-101680795,P & P Community Services Ltd
1-10291118084,RK Private Clinics Ltd
1-101615860,Claremont Care Services Limited
1-101612197,Laurel Bank Residential Care Home Limited
1-9717262925,Aspire Medical Health
1-4444376505,Midlands Smile Centres Partnership
1-3279738730,Concordia Dental Care Limited
1-152999815,Mr Adrian Stoggall
1-101634515,Newbridge Care Systems Limited
1-1707514984,Holistic Social Care Services Ltd
1-101648408,Support for Living Limited
1-101677200,The Riverside Group Limited
1-8811357280,BNP Care Ltd
1-1074796800,Syed Yusuf Abdullah & Deepa Abdullah
1-199746369,East Croydon Medical Centre
1-101662118,Alpha Health Care Limited
1-7985871145,CIMA Care (Burton) Limited
1-7156316094,Orthodontic Care Limited
RGM,Royal Papworth Hospital NHS Foundation Trust
1-1371148838,Flitwick Dental Partnership
1-174576986,Audley Care Ltd
1-101669888,Guyatt House Care Ltd
1-101728306,Havens Hospices
1-101660529,Phoenix House
1-288014601,The Learning Support Centre Limited
1-101607950,Lower Green Limited
RN7,Dartford and Gravesham NHS Trust
RNZ,Salisbury NHS Foundation Trust
1-1996239930,Caremaid Services Limited
1-101642639,Klair House Ltd
1-153015307,Dr Alexander Renshaw
1-101658882,Torcare Limited
1-164828366,Landona House Limited
1-101623010,Mr Danny So
1-101665586,Shropshire Council
TAJ,Black Country Healthcare NHS Foundation Trust
1-199697065,Bevan Healthcare C.I.C.
1-144613658,Allied Care Limited
1-199697045,Dr Ishtiaq Gilkar
1-152942374,Mr Imran Azmat
1-2168296840,Histon Dental Surgery
1-153036993,Dr Amish Jessa
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust
1-199723669,Healthcare 360 Limited
1-5399192994,Langdale House Residential Home
1-203127470,Brandon Care Limited
1-118164127,Speciality Care (Rehab) Limited
1-6150274900,Alpha Health & Social Care Services Ltd
1-3106415029,Angelica Care Ltd
1-2868290354,John G. Plummer & Associates
1-4505007830,Adjuvo (Midlands) Support for Living Ltd
1-153004298,Parkfield Dental Surgery Limited
1-6437449043,Mapleton Care Group Ltd
1-4095054376,South Eastern Solutions Limited
1-706669700,Cedar House Care Home Limited
1-7806840505,Nationwide Healthcare Providers Limited
1-10483344199,Chiron Healthcare at Home Ltd
1-1121118879,Mrs Rachel Elizabeth Evans
1-144538885,Roodlane Medical Limited
1-8680259239,Bloomfield Care Ltd
1-122683613,Bestcare UK Limited
1-2163746594,Cooperscroft Care Home Limited
1-7656067370,Greenwood Surgery
1-101691960,Anglian Care Limited
1-101652319,N. Notaro Homes Limited
1-101709046,Mr & Mrs P Birks
1-187144249,The English Institute of Sport Limited
1-395627674,AMAFHH Healthcare Limited
RN5,Hampshire Hospitals NHS Foundation Trust
1-152944260,Central Orthodontics
1-434303842,Aissa Limited
1-131465019,Ampi Limited
1-436449964,Chilvers & McCrea Limited
1-101612789,Franciscan Missionaries of St Joseph
1-116865400,Guardian Homecare UK Ltd
1-161845685,Mermaid Dental Care Limited
1-101641269,St Michael's Care Homes Limited
1-101620398,Carlisle Mencap Limited
RA9,Torbay and South Devon NHS Foundation Trust
1-101646353,S.E.S Care Homes Ltd
1-142427081,Firstcol Services Limited
1-101646076,Lee Valley Care Services Ltd
1-171572067,Mansfield Orthodontic Practice Limited
1-152967415,Dr Bilquis Banu and Mrs Salma Chanawala
1-152968926,Mr. Andrew Carter
1-101672265,North London Homecare and Support Limited
1-101609183,Liaise (South) Limited
1-355594945,Vivre Care Ltd
1-9730844595,Park Dental Group
1-3530752017,Churchlake Care Ltd
1-101610838,Harmony Care Homes (2003) Limited
1-198597243,McKenzie Group Practice
1-6000434401,Avanti Homecare Limited
1-102642658,Livability
1-4941003128,Remedy Healthcare Solutions Limited
1-117003409,Choice Support
RVN,Avon and Wiltshire Mental Health Partnership NHS Trust
1-101615183,1st Care Limited
1-101667545,Your Health Limited
1-2432833283,Battersea Place Retirement Village Ltd
1-101676478,Angelcare Uk Ltd
1-191586567,Dr. Jagdip Soneji
1-5747069651,Vista Care Solutions Limited
1-152998563,Dr. Parisa Akhavan-Tabib
1-101655214,Age Concern Manchester
1-152966321,Dr. Katherine Rowland
1-241982856,Avery Homes Nuneaton Limited
1-393326622,Careinmyhome Herts LTD
1-101662619,Pallottine Missionary Sisters
1-6119249456,Teeth for Life
1-2198790109,Rotherwood Healthcare (Hampton Grange) Limited
1-212130459,Dr Monica Bijlani
1-208170845,Butterflies Home Care Ltd
1-101647443,First Care Services Limited
1-101635487,East Anglia's Childrens Hospices
1-101650267,Agudas Israel Housing Association Limited
1-119231553,Care Assist Limited
1-5093058260,Aegis Care Solutions Ltd
1-6780807120,Aupres Medical LLP
1-6654064290,Longhurst Group Limited
1-101654585,Isand Limited
1-101611279,Brighton and Hove City Council
1-419405204,Alexandra Specialist Care Limited
1-101674766,Vauxian Care Limited
1-6475914402,Sussex Primary Care Ltd
1-2639380017,Alliance Care Ltd
1-101662163,Clarendon Care Group Limited
1-337387725,Patiali Limited
1-5531801562,Michael Rgis' Care Ltd
1-199723195,The Southall Medical Centre
1-709462990,The Whiter Smile Limited
1-101680831,Acre Care Ltd
1-101624639,Essex Care Consortium Limited
1-11090724875,Back and Body Medical LTD
1-2827552881,Windsor Clinical and Home Care Services Group Ltd
1-199783782,Dr Nasima Sidda
1-101720937,Rely Care Agency Limited
1-152986733,Duston Dental Practice
1-101704978,Mrs Touran Watts
1-101696382,Oval Residential Home
1-12783221025,HC-One Management Limited
1-6776629348,Aspire Care (SW) Limited
1-9641172265,Carecall Services Limited
1-101649060,The Green Nursing Homes Limited
1-101645063,Lifeways Paragon Limited
1-4573404418,The Intrinsic Care Group Limited
1-101664805,Cartref Homes UK Limited
1-101662011,Supported Homes Limited
1-256230167,Sameday Doctor Holdings LLP
1-11841717076,Hoople Ltd
1-101682430,Diamond Care (2000) Limited
1-101668189,London Borough of Waltham Forest
1-101677183,Ogwell Grange Limited
1-101641251,Starcare Limited
1-101694862,Care Futures
1-118166439,Priory Rehabilitation Services Limited
1-152998414,Mr Niloy Karia
1-153003307,Dental Matters Limited
1-1410799751,Improving Health Limited
1-191132861,Horizon Healthcare Homes Limited
1-1311108622,Amesbury Abbey Limited
1-101655108,"Stockdales Of Sale, Altrincham & District Ltd"
1-101675263,All About Care Limited
1-101641521,MACC Care Limited
1-5441805740,Mariposa Care Group Limited
1-3538801761,Goldcrest Healthcare Service Limited
1-152961351,Dr. Siamak Yourdshahyan
1-101656794,Czajka Properties Limited
1-101668373,Thurrock Borough Council
1-101725727,Regent's Park Heart Clinics Ltd
1-101658667,Lifeworks Charity Limited
1-199709160,Abbey Medical Practice
1-2977995618,Forward Support Limited
1-2101846486,Minton Care Hotels Ltd
1-9977866568,Active Young People Limited
1-153016923,Mr. Nadeem Arif
1-1697618121,BKR CCH Limited
RXG,South West Yorkshire Partnership NHS Foundation Trust
1-101648604,Bluewood Recruitment Ltd
1-1228447922,Graceful Care Ltd
1-101659735,The Percy Hedley Foundation
1-101646290,Crocus Care Ltd
1-152971483,Dr. Naveed Saleem
1-102642632,Shaw Healthcare (Group) Limited
1-101648148,R.M.D. Enterprises Limited
1-101612636,Denmax Limited
1-101677993,Westhope Limited
1-9608171634,"Davinderpal S Kooner, Simran S Kooner and Pritpal S Kooner"
1-5059236244,Notting Hill Genesis
1-152964237,Miss Dorothy Quigley
1-101675317,Peninsula Care Homes Limited
1-101663730,The You Trust
1-202429665,Nusi Holdings Ltd
1-101666618,Churches Housing Association Of Dudley and District Limited
1-199766153,Redgate Medical Services
1-152960182,Park Lane Dental
1-732350570,Ermevin Ltd
1-1338468610,Hallam24 Healthcare Ltd
1-787397905,Surgimed Clinic Limited
1-2227382369,Enthuse Care Ltd
1-1959984188,Sunrise Mental Health Ltd
1-101727607,Pure Sports Medicine Limited
1-131032051,Hearn Care Homes Limited
1-300823791,Denbond Limited
1-101678110,Pinnacle Care Ltd
1-101649051,EMH Care and Support Limited
1-8660727025,Marton Care Homes Ltd
1-199741154,Welling Medical Practice
1-1864199043,Achieving for Children Community Interest Company
